DateTime,ID,Count
2021-3-28 05:00:00,MVP102,101
2021-3-28 05:07:00,MVP102,102
2021-3-28 05:09:00,MVP102,103
2021-3-28 05:13:00,MVP102,104
2021-3-28 05:21:00,MVP102,105
2021-3-28 05:22:00,MVP102,106
2021-3-28 05:31:00,MVP102,107
2021-3-28 05:36:00,MVP102,108
2021-3-28 05:42:00,MVP102,109
2021-3-28 05:49:00,MVP102,110
2021-3-28 05:58:00,MVP102,111
2021-3-28 06:07:00,MVP102,112
2021-3-28 06:15:00,MVP102,113
2021-3-28 06:17:00,MVP102,114
2021-3-28 06:26:00,MVP102,115
2021-3-28 06:32:00,MVP102,116
2021-3-28 06:40:00,MVP102,117
2021-3-28 06:42:00,MVP102,118
2021-3-28 06:50:00,MVP102,119
2021-3-28 06:53:00,MVP102,120
2021-3-28 06:53:00,MVP102,121
2021-3-28 06:55:00,MVP102,122
2021-3-28 07:02:00,MVP102,123
2021-3-28 07:10:00,MVP102,124
2021-3-28 07:13:00,MVP102,125
2021-3-28 07:14:00,MVP102,126
2021-3-28 07:18:00,MVP102,127
2021-3-28 07:28:00,MVP102,128
2021-3-28 07:36:00,MVP102,129
2021-3-28 07:43:00,MVP102,130
2021-3-28 07:50:00,MVP102,131
2021-3-28 07:59:00,MVP102,132
2021-3-28 08:04:00,MVP102,133
2021-3-28 08:11:00,MVP102,134
2021-3-28 08:13:00,MVP102,135
2021-3-28 08:18:00,MVP102,136
2021-3-28 08:22:00,MVP102,137
2021-3-28 08:28:00,MVP102,138
2021-3-28 08:33:00,MVP102,139
2021-3-28 08:34:00,MVP102,140
2021-3-28 08:39:00,MVP102,141
2021-3-28 08:39:00,MVP102,142
2021-3-28 08:45:00,MVP102,143
2021-3-28 08:45:00,MVP102,144
2021-3-28 08:46:00,MVP102,145
2021-3-28 08:49:00,MVP102,146
2021-3-28 08:49:00,MVP102,147
2021-3-28 08:52:00,MVP102,148
2021-3-28 08:59:00,MVP102,149
2021-3-28 09:01:00,MVP102,150
2021-3-28 09:08:00,MVP102,151
2021-3-28 09:11:00,MVP102,152
2021-3-28 09:15:00,MVP102,153
2021-3-28 09:23:00,MVP102,154
2021-3-28 09:32:00,MVP102,155
2021-3-28 09:33:00,MVP102,156
2021-3-28 09:42:00,MVP102,157
2021-3-28 09:50:00,MVP102,158
2021-3-28 09:54:00,MVP102,159
2021-3-28 09:55:00,MVP102,160
2021-3-28 10:00:00,MVP102,161
2021-3-28 10:00:00,MVP102,162
2021-3-28 10:07:00,MVP102,163
2021-3-28 10:12:00,MVP102,164
2021-3-28 10:14:00,MVP102,165
2021-3-28 10:21:00,MVP102,166
2021-3-28 10:29:00,MVP102,167
2021-3-28 10:33:00,MVP102,168
2021-3-28 10:43:00,MVP102,169
2021-3-28 10:44:00,MVP102,170
2021-3-28 10:51:00,MVP102,171
2021-3-28 10:54:00,MVP102,172
2021-3-28 11:04:00,MVP102,173
2021-3-28 11:10:00,MVP102,174
2021-3-28 11:13:00,MVP102,175
2021-3-28 11:23:00,MVP102,176
2021-3-28 11:27:00,MVP102,177
2021-3-28 11:29:00,MVP102,178
2021-3-28 11:33:00,MVP102,179
2021-3-28 11:37:00,MVP102,180
2021-3-28 11:38:00,MVP102,181
2021-3-28 11:45:00,MVP102,182
2021-3-28 11:47:00,MVP102,183
2021-3-28 11:48:00,MVP102,184
2021-3-28 11:52:00,MVP102,185
2021-3-28 12:01:00,MVP102,186
2021-3-28 12:04:00,MVP102,187
2021-3-28 12:06:00,MVP102,188
2021-3-28 12:06:00,MVP102,189
2021-3-28 12:08:00,MVP102,190
2021-3-28 12:10:00,MVP102,191
2021-3-28 12:13:00,MVP102,192
2021-3-28 12:22:00,MVP102,193
2021-3-28 12:29:00,MVP102,194
2021-3-28 12:37:00,MVP102,195
2021-3-28 12:46:00,MVP102,196
2021-3-28 12:56:00,MVP102,197
2021-3-28 12:57:00,MVP102,198
2021-3-28 13:06:00,MVP102,199
