DateTime,ID,Count
2021-3-28 05:45:00,MVP103,20225
2021-3-28 05:50:00,MVP103,20226
2021-3-28 05:57:00,MVP103,20227
2021-3-28 06:02:00,MVP103,20228
2021-3-28 06:12:00,MVP103,20229
2021-3-28 06:15:00,MVP103,20230
2021-3-28 06:25:00,MVP103,20231
2021-3-28 06:25:00,MVP103,20232
2021-3-28 06:30:00,MVP103,20233
2021-3-28 06:35:00,MVP103,20234
2021-3-28 06:42:00,MVP103,20235
2021-3-28 06:50:00,MVP103,20236
2021-3-28 06:52:00,MVP103,20237
2021-3-28 07:01:00,MVP103,20238
2021-3-28 07:07:00,MVP103,20239
2021-3-28 07:08:00,MVP103,20240
2021-3-28 07:13:00,MVP103,20241
2021-3-28 07:17:00,MVP103,20242
2021-3-28 07:24:00,MVP103,20243
2021-3-28 07:32:00,MVP103,20244
2021-3-28 07:35:00,MVP103,20245
2021-3-28 07:37:00,MVP103,20246
2021-3-28 07:44:00,MVP103,20247
2021-3-28 07:45:00,MVP103,20248
2021-3-28 07:53:00,MVP103,20249
2021-3-28 08:00:00,MVP103,20250
2021-3-28 08:03:00,MVP103,20251
2021-3-28 08:08:00,MVP103,20252
2021-3-28 08:14:00,MVP103,20253
2021-3-28 08:18:00,MVP103,20254
2021-3-28 08:23:00,MVP103,20255
2021-3-28 08:30:00,MVP103,20256
2021-3-28 08:30:00,MVP103,20257
2021-3-28 08:31:00,MVP103,20258
2021-3-28 08:36:00,MVP103,20259
2021-3-28 08:43:00,MVP103,20260
2021-3-28 08:46:00,MVP103,20261
2021-3-28 08:51:00,MVP103,20262
2021-3-28 08:56:00,MVP103,20263
2021-3-28 09:04:00,MVP103,20264
2021-3-28 09:07:00,MVP103,20265
2021-3-28 09:13:00,MVP103,20266
2021-3-28 09:13:00,MVP103,20267
2021-3-28 09:19:00,MVP103,20268
2021-3-28 09:27:00,MVP103,20269
2021-3-28 09:28:00,MVP103,20270
2021-3-28 09:28:00,MVP103,20271
2021-3-28 09:33:00,MVP103,20272
2021-3-28 09:38:00,MVP103,20273
2021-3-28 09:38:00,MVP103,20274
2021-3-28 09:43:00,MVP103,20275
2021-3-28 09:43:00,MVP103,20276
2021-3-28 09:49:00,MVP103,20277
2021-3-28 09:52:00,MVP103,20278
2021-3-28 09:57:00,MVP103,20279
2021-3-28 10:00:00,MVP103,20280
2021-3-28 10:04:00,MVP103,20281
2021-3-28 10:11:00,MVP103,20282
2021-3-28 10:18:00,MVP103,20283
2021-3-28 10:22:00,MVP103,20284
2021-3-28 10:26:00,MVP103,20285
2021-3-28 10:36:00,MVP103,20286
2021-3-28 10:36:00,MVP103,20287
2021-3-28 10:40:00,MVP103,20288
2021-3-28 10:41:00,MVP103,20289
2021-3-28 10:45:00,MVP103,20290
2021-3-28 10:45:00,MVP103,20291
2021-3-28 10:54:00,MVP103,20292
2021-3-28 11:03:00,MVP103,20293
2021-3-28 11:08:00,MVP103,20294
2021-3-28 11:16:00,MVP103,20295
2021-3-28 11:21:00,MVP103,20296
2021-3-28 11:26:00,MVP103,20297
2021-3-28 11:27:00,MVP103,20298
2021-3-28 11:37:00,MVP103,20299
2021-3-28 11:43:00,MVP103,20300
2021-3-28 11:44:00,MVP103,20301
2021-3-28 11:48:00,MVP103,20302
2021-3-28 11:55:00,MVP103,20303
2021-3-28 12:03:00,MVP103,20304
2021-3-28 12:05:00,MVP103,20305
2021-3-28 12:12:00,MVP103,20306
2021-3-28 12:22:00,MVP103,20307
2021-3-28 12:22:00,MVP103,20308
2021-3-28 12:25:00,MVP103,20309
2021-3-28 12:30:00,MVP103,20310
2021-3-28 12:31:00,MVP103,20311
2021-3-28 12:41:00,MVP103,20312
2021-3-28 12:50:00,MVP103,20313
2021-3-28 12:54:00,MVP103,20314
2021-3-28 13:03:00,MVP103,20315
2021-3-28 13:13:00,MVP103,20316
2021-3-28 13:21:00,MVP103,20317
2021-3-28 13:21:00,MVP103,20318
2021-3-28 13:22:00,MVP103,20319
2021-3-28 13:28:00,MVP103,20320
2021-3-28 13:38:00,MVP103,20321
2021-3-28 13:38:00,MVP103,20322
2021-3-28 13:39:00,MVP103,20323
